protocol,current_runs,current_benchmark,total_energy_J
18ms_588_16,1,2,59.93211549999994
18ms_588_16,2,2,60.42852899999994
18ms_588_16,3,2,60.52339199999994
18ms_588_16,4,2,60.32793599999994
18ms_588_16,5,2,60.68934399999994
8ms_1100_4,1,2,60.50544149999986
8ms_1100_4,2,2,60.38763299999986
8ms_1100_4,3,2,60.16727749999986
8ms_1100_4,4,2,60.435998499999855
8ms_1100_4,5,2,60.61030649999985
